text,book
ز درگاه برخاست آوای کوس,rostam esfandiar
چو پیلی به اسپ اندر آورد پای,rostam esfandiar
بیاورد چون باد لشکر ز جای,rostam esfandiar
همی رفت تا پیشش آمد دو راه,rostam esfandiar
فرو ماند بر جای پیل و سپاه,rostam esfandiar
دژ گنبدان بود راهش یکی,rostam esfandiar
دگر سوی ز اول کشید اندکی,rostam esfandiar
شترانک در پیش بودش بخفت,rostam esfandiar
تو گفتی که گشتست با خاک جفت,rostam esfandiar
همی چوب زد بر سرش ساروان,rostam esfandiar
ز رفتن بماند آن زمان کاروان,rostam esfandiar
جهان‌جوی را آن بد آمد به فال,rostam esfandiar
بفرمود کش سر ببرند و یال,rostam esfandiar
بدان تا بدو بازگردد بدی,rostam esfandiar
نباشد به جز فره ایزدی,rostam esfandiar
بریدند پرخاشجویان سرش,rostam esfandiar
بدو بازگشت آن زمان اخترش,rostam esfandiar
غمی گشت زان اشتر اسفندیار,rostam esfandiar
گرفت آن زمان اختر شوم خوار,rostam esfandiar
چنین گفت کانکس که پیروز گشت,rostam esfandiar
سر بخت او گیتی افروز گشت,rostam esfandiar
بد و نیک هر دو ز یزدان بود,rostam esfandiar
لب مرد باید که خندان بود,rostam esfandiar
وزانجا بیامد سوی هیرمند,rostam esfandiar
همی بود ترسان ز بیم گزند,rostam esfandiar
بر آیین ببستند پرده‌سرای,rostam esfandiar
بزرگان لشگر گزیدند جای,rostam esfandiar
شراعی بزد زود و بنهاد تخت,rostam esfandiar
بران تخت بر شد گو نیک‌بخت,rostam esfandiar
می آورد و رامشگران را بخواند,rostam esfandiar
بسی زر و گوهر بریشان فشاند,rostam esfandiar
به رامش دل خویشتن شاد کرد,rostam esfandiar
دل راد مردان پر از یاد کرد,rostam esfandiar
چو گل بشکفید از می سالخورد,rostam esfandiar
رخ نامداران و شاه نبرد,rostam esfandiar
به یاران چنین گفت کز رای شاه,rostam esfandiar
نپیچیدم و دور گشتم ز راه,rostam esfandiar
مرا گفت بر کار رستم بسیچ,rostam esfandiar
ز بند و ز خواری میاسای هیچ,rostam esfandiar
به کردن برفتم برای پدر,rostam esfandiar
کنون این گزین پیر پرخاشخر,rostam esfandiar
بسی رنج دارد به جای سران,rostam esfandiar
جهان راست کرده به گرز گران,rostam esfandiar
همه شهر ایران بدو زنده‌اند,rostam esfandiar
اگر شهریارند و گر بنده‌اند,rostam esfandiar
فرستاده باید یکی تیز ویر,rostam esfandiar
سخن‌گوی و داننده و یادگیر,rostam esfandiar
سواری که باشد ورا فر و زیب,rostam esfandiar
نگیرد ورا رستم اندر فریب,rostam esfandiar
گر ایدونک آید به نزدیک ما,rostam esfandiar
درفشان کند رای تاریک ما,rostam esfandiar
به خوبی دهد دست بند مرا,rostam esfandiar
به دانش ببندد گزند مرا,rostam esfandiar
نخواهم من او را به جز نیکویی,rostam esfandiar
اگر دور دارد سر از بدخویی,rostam esfandiar
پشوتن بدو گفت اینست راه,rostam esfandiar
برین باش و آزرم مردان بخواه,rostam esfandiar
*بخش ۷*,rostam esfandiar
بفرمود تا بهمن آمدش پیش,rostam esfandiar
ورا پندها داد ز اندازه بیش,rostam esfandiar
بدو گفت اسپ سیه بر نشین,rostam esfandiar
بیارای تن را به دیبای چین,rostam esfandiar
بنه بر سرت افسر خسروی,rostam esfandiar
نگارش همه گوهر پهلوی,rostam esfandiar
بران سان که هرکس که بیند ترا,rostam esfandiar
ز گردنکشان برگزیند ترا,rostam esfandiar
بداند که هستی تو خسرونژاد,rostam esfandiar
کند آفریننده را بر تو یاد,rostam esfandiar
ببر پنج بالای زرین ستام,rostam esfandiar
سرافراز ده موبد نیک‌نام,rostam esfandiar
هم از راه تا خان رستم بران,rostam esfandiar
مکن کار بر خویشتن برگران,rostam esfandiar
درودش ده از ما و خوبی نمای,rostam esfandiar
بیارای گفتار و چربی فزای,rostam esfandiar
بگویش که هرکس که گردد بلند,rostam esfandiar
جهاندار وز هر بدی بی‌گزند,rostam esfandiar
ز دادار باید که دارد سپاس,rostam esfandiar
که اویست جاوید نیکی شناس,rostam esfandiar
چو باشد فزایندهٔ نیکویی,rostam esfandiar
به پرهیز دارد سر از بدخویی,rostam esfandiar
بیفزایدش کامگاری و گنج,rostam esfandiar
بود شادمان در سرای سپنج,rostam esfandiar
چو دوری گزیند ز کردار زشت,rostam esfandiar
بیابد بدان گیتی اندر بهشت,rostam esfandiar
بد و نیک بر ما همی بگذرد,rostam esfandiar
چنین داند آن کس که دارد خرد,rostam esfandiar
سرانجام بستر بود تیره‌خاک,rostam esfandiar
بپرد روان سوی یزدان پاک,rostam esfandiar
به گیتی هرانکس که نیکی شناخت,rostam esfandiar
بکوشید و با شهریاران بساخت,rostam esfandiar
همان بر که کاری همان بدروی,rostam esfandiar
سخن هرچ گویی همان بشنوی,rostam esfandiar
کنون از تو اندازه گیریم راست,rostam esfandiar
نباید برین بر فزون و نه کاست,rostam esfandiar
که بگذاشتی سالیان بی‌شمار,rostam esfandiar
به گیتی بدیدی بسی شهریار,rostam esfandiar
اگر بازجویی ز راه خرد,rostam esfandiar
بدانی که چونین نه اندر خورد,rostam esfandiar
که چندین بزرگی و گنج و سپاه,rostam esfandiar
گرانمایه اسپان و تخت و کلاه,rostam esfandiar
ز پیش نیاکان ما یافتی,rostam esfandiar
چو در بندگی تیز بشتافتی,rostam esfandiar
چه مایه جهان داشت لهراسپ شاه,rostam esfandiar
نکردی گذر سوی آن بارگاه,rostam esfandiar
چو او شهر ایران به گشتاسپ داد,rostam esfandiar
نیامد ترا هیچ زان تخت یاد,rostam esfandiar
سوی او یکی نامه ننوشته‌ای,rostam esfandiar
از آرایش بندگی گشته‌ای,rostam esfandiar
نرفتی به درگاه او بنده‌وار,rostam esfandiar
نخواهی به گیتی کسی شهریار,rostam esfandiar
ز هوشنگ و جم و فریدون گرد,rostam esfandiar
که از تخم ضحاک شاهی ببرد,rostam esfandiar
همی رو چنین تا سر کیقباد,rostam esfandiar
که تاج فریدون به سر بر نهاد,rostam esfandiar
چو گشتاسپ شه نیست یک نامدار,rostam esfandiar
به رزم و به بزم و به رای و شکار,rostam esfandiar
پذیرفت پاکیزه دین بهی,rostam esfandiar
نهان گشت گمراهی و بی‌رهی,rostam esfandiar
چو خورشید شد راه گیهان خدیو,rostam esfandiar
نهان شد بدآموزی و راه دیو,rostam esfandiar
ازان پس که ارجاسپ آمد به جنگ,rostam esfandiar
سپه چون پلنگان و مهتر نهنگ,rostam esfandiar
ندانست کس لشکرش را شمار,rostam esfandiar
پذیره شدش نامور شهریار,rostam esfandiar
یکی گورستان کرد بر دشت کین,rostam esfandiar
که پیدا نبد پهن روی زمین,rostam esfandiar
همانا که تا رستخیز این سخن,rostam esfandiar
میان بزرگان نگردد کهن,rostam esfandiar
کنون خاور او راست تا باختر,rostam esfandiar
همی بشکند پشت شیران نر,rostam esfandiar
ز توران زمین تا در هند و روم,rostam esfandiar
جهان شد مر او را چو یک مهره موم,rostam esfandiar
ز دشت سواران نیزه گزار,rostam esfandiar
به درگاه اویند چندی سوار,rostam esfandiar
فرستندش از مرزها باژ و ساو,rostam esfandiar
که با جنگ او نیستشان زور و تاو,rostam esfandiar
ازان گفتم این با توای پهلوان,rostam esfandiar
که او از تو آزرده دارد روان,rostam esfandiar
نرفتی بدان نامور بارگاه,rostam esfandiar
نکردی بدان نامداران نگاه,rostam esfandiar
کرانی گرفتستی اندر جهان,rostam esfandiar
که داری همی خویشتن را نهان,rostam esfandiar
فرامش ترا مهتران چون کنند,rostam esfandiar
مگر مغز و دل پاک بیرون کنند,rostam esfandiar
همیشه همه نیکویی خواستی,rostam esfandiar
به فرمان شاهان بیاراستی,rostam esfandiar
اگر بر شمارد کسی رنج تو,rostam esfandiar
به گیتی فزون آید از گنج تو,rostam esfandiar
ز شاهان کسی بر چنین داستان,rostam esfandiar
ز بنده نبودند همداستان,rostam esfandiar
مرا گفت رستم ز بس خواسته,rostam esfandiar
هم از کشور و گنج آراسته,rostam esfandiar
به زاول نشستست و گشتست مست,rostam esfandiar
نگیرد کس از مست چیزی به دست,rostam esfandiar
برآشفت یک روز و سوگند خورد,rostam esfandiar
به روز سپید و شب لاژورد,rostam esfandiar
که او را به جز بسته در بارگاه,rostam esfandiar
نبیند ازین پس جهاندار شاه,rostam esfandiar
کنون من ز ایران بدین آمدم,rostam esfandiar
نبد شاه دستور تا دم زدم,rostam esfandiar
بپرهیز و پیچان شو از خشم اوی,rostam esfandiar
ندیدی که خشم آورد چشم اوی,rostam esfandiar
چو اینجا بیایی و فرمان کنی,rostam esfandiar
روان را به پوزش گروگان کنی,rostam esfandiar
به خورشید رخشان و جان زریر,rostam esfandiar
به جان پدرم آن جهاندار شیر,rostam esfandiar
که من زین پشیمان کنم شاه را,rostam esfandiar
برافرزوم این اختر و ماه را,rostam esfandiar
که من زین که گفتم نجویم فروغ,rostam esfandiar
نگردم به هر کار گرد دروغ,rostam esfandiar
پشوتن برین بر گوای منست,rostam esfandiar
روان و خرد رهنمای منست,rostam esfandiar
همی جستم از تو من آرام شاه,rostam esfandiar
ولیکن همی از تو دیدم گناه,rostam esfandiar
پدر شهریارست و من کهترم,rostam esfandiar
ز فرمان او یک زمان نگذرم,rostam esfandiar
همه دوده اکنون بباید نشست,rostam esfandiar
زدن رای و سودن بدین کار دست,rostam esfandiar
زواره فرامرز و دستان سام,rostam esfandiar
جهاندیده رودابهٔ نیک نام,rostam esfandiar
همه پند من یک به یک بشنوید,rostam esfandiar
بدین خوب گفتار من بگروید,rostam esfandiar
نباید که این خانه ویران شود,rostam esfandiar
به کام دلیران ایران شود,rostam esfandiar
چو بسته ترا نزد شاه آورم,rostam esfandiar
بدو بر فراوان گناه آورم,rostam esfandiar
بباشیم پیشش بخواهش به پای,rostam esfandiar
ز خشم و ز کین آرمش باز جای,rostam esfandiar
نمانم که بادی بتو بر وزد,rostam esfandiar
بران سان که از گوهر من سزد,rostam esfandiar
